Date,S&P 500,NASDAQ,TSLA,MSFT,NVDA,AMZN,GOOGL,META,V,AAPL
2024-05-10,5222.68017578125,16340.8701171875,168.47000122070312,414.739990234375,89.87799835205078,187.47999572753906,168.64999389648438,476.20001220703125,280.739990234375,183.0500030517578
2024-05-13,5221.419921875,16388.240234375,171.88999938964844,413.7200012207031,90.39900207519531,186.57000732421875,169.13999938964844,468.010009765625,279.3900146484375,186.27999877929688
2024-05-14,5246.68017578125,16511.1796875,177.5500030517578,416.55999755859375,91.35600280761719,187.07000732421875,170.33999633789062,471.8500061035156,277.739990234375,187.42999267578125
2024-05-15,5308.14990234375,16742.390625,173.99000549316406,423.0799865722656,94.62999725341797,185.99000549316406,172.50999450683594,481.5400085449219,281.5,189.72000122070312
2024-05-16,5297.10009765625,16698.3203125,174.83999633789062,420.989990234375,94.35900115966797,183.6300048828125,174.17999267578125,473.2300109863281,279.8399963378906,189.83999633789062
2024-05-17,5303.27001953125,16685.970703125,177.4600067138672,420.2099914550781,92.47899627685547,184.6999969482422,176.05999755859375,471.9100036621094,280.1000061035156,189.8699951171875
2024-05-20,5308.1298828125,16794.869140625,174.9499969482422,425.3399963378906,94.77999877929688,183.5399932861328,176.9199981689453,468.8399963378906,278.5400085449219,191.0399932861328
2024-05-21,5321.41015625,16832.619140625,186.60000610351562,429.0400085449219,95.38600158691406,183.14999389648438,177.85000610351562,464.6300048828125,275.95001220703125,192.35000610351562
2024-05-22,5307.009765625,16801.5390625,180.11000061035156,430.5199890136719,94.94999694824219,183.1300048828125,176.3800048828125,467.7799987792969,275.5799865722656,190.89999389648438
2024-05-23,5267.83984375,16736.029296875,173.74000549316406,427.0,103.79900360107422,181.0500030517578,173.5500030517578,465.7799987792969,274.2300109863281,186.8800048828125
2024-05-24,5304.72021484375,16920.7890625,179.24000549316406,430.1600036621094,106.46900177001953,180.75,174.99000549316406,478.2200012207031,274.489990234375,189.97999572753906
2024-05-28,5306.0400390625,17019.880859375,176.75,430.32000732421875,113.9010009765625,182.14999389648438,176.39999389648438,479.9200134277344,270.9800109863281,189.99000549316406
2024-05-29,5266.9501953125,16920.580078125,176.19000244140625,429.1700134277344,114.82499694824219,182.02000427246094,175.89999389648438,474.3599853515625,268.8599853515625,190.2899932861328
2024-05-30,5235.47998046875,16737.080078125,178.7899932861328,414.6700134277344,110.5,179.32000732421875,172.11000061035156,467.04998779296875,271.29998779296875,191.2899932861328
2024-05-31,5277.509765625,16735.01953125,178.0800018310547,415.1300048828125,109.63300323486328,176.44000244140625,172.5,466.8299865722656,272.4599914550781,192.25
2024-06-03,5283.39990234375,16828.669921875,176.2899932861328,413.5199890136719,115.0,178.33999633789062,173.1699981689453,477.489990234375,270.3800048828125,194.02999877929688
2024-06-04,5291.33984375,16857.05078125,174.77000427246094,416.07000732421875,116.43699645996094,179.33999633789062,173.7899932861328,476.989990234375,272.4200134277344,194.35000610351562
2024-06-05,5354.02978515625,17187.900390625,175.0,424.010009765625,122.44000244140625,181.27999877929688,175.41000366210938,495.05999755859375,274.5,195.8699951171875
2024-06-06,5352.9599609375,17173.119140625,177.94000244140625,424.5199890136719,120.99800109863281,185.0,176.72999572753906,493.760009765625,277.0400085449219,194.47999572753906
2024-06-07,5346.990234375,17133.130859375,177.47999572753906,423.8500061035156,120.88800048828125,184.3000030517578,174.4600067138672,492.9599914550781,278.6700134277344,196.88999938964844
2024-06-10,5360.7900390625,17192.529296875,173.7899932861328,427.8699951171875,121.79000091552734,187.05999755859375,175.00999450683594,502.6000061035156,275.0400085449219,193.1199951171875
2024-06-11,5375.31982421875,17343.55078125,170.66000366210938,432.67999267578125,120.91000366210938,187.22999572753906,176.6199951171875,507.4700012207031,274.6700134277344,207.14999389648438
2024-06-12,5421.02978515625,17608.439453125,177.2899932861328,441.05999755859375,125.19999694824219,186.88999938964844,177.7899932861328,508.8399963378906,270.32000732421875,213.07000732421875
2024-06-13,5433.740234375,17667.560546875,182.47000122070312,441.5799865722656,129.61000061035156,183.8300018310547,175.16000366210938,504.1000061035156,271.19000244140625,214.24000549316406
2024-06-14,5431.60009765625,17688.880859375,178.00999450683594,442.57000732421875,131.8800048828125,183.66000366210938,176.7899932861328,504.1600036621094,270.6600036621094,212.49000549316406
2024-06-17,5473.22998046875,17857.01953125,187.44000244140625,448.3699951171875,130.97999572753906,184.05999755859375,177.24000549316406,506.6300048828125,271.1700134277344,216.6699981689453
2024-06-18,5487.02978515625,17862.23046875,184.86000061035156,446.3399963378906,135.5800018310547,182.80999755859375,175.08999633789062,499.489990234375,273.6199951171875,214.2899932861328
2024-06-20,5473.169921875,17721.58984375,181.57000732421875,445.70001220703125,130.77999877929688,186.10000610351562,176.3000030517578,501.70001220703125,276.82000732421875,209.67999267578125
2024-06-21,5464.6201171875,17689.359375,183.00999450683594,449.7799987792969,126.56999969482422,189.0800018310547,179.6300048828125,494.7799987792969,275.2200012207031,207.49000549316406
